title,category,price,rating,num_reviews,num_subscribers
BPO Financeiro na prática. Módulo 2,IT & Software,1600.0,2.0,1,9
Make Money With High Ticket Sales (Even If You're A Newbie),Finance & Accounting,6720.0,3.62,90,2462
Etsy Digital Products Blueprint: Etsy Marketing Strategies,Business,8640.0,4.16,71,2406
Using Modern JavaScript Today,Development,3200.0,4.55,227,2199
Anger Management Skills for the Modern World: Be Anger Free,Lifestyle,1280.0,3.59,10,451
Forex Trading desde Cero: Aprende a Invertir con MetaTrader,IT & Software,8640.0,4.31,19,69
המדריך המקיף למסחר במטבעות וירטואליים - ביטקוין פרו,Finance & Accounting,6400.0,0.0,0,0
Entrepreneurship Empire: Entrepreneur's Wealth Creation!,Business,8640.0,4.13,147,33488
Android - Make a Professional Dictionary App from Scratch,Development,6080.0,3.09,21,2072
Adobe Illustrator CC 2017,Lifestyle,3200.0,4.36,6,37
From Peer to Manager:  Skills for New Managers,IT & Software,8640.0,4.13,59,236
The Complete Xero Accounting Course : Master Xero in 4 Hours,Finance & Accounting,1280.0,3.39,67,256
Forex Trading For Beginners - Learn How To Trade Like A Boss,Business,1280.0,4.77,31,141
Beast Android Development: Parsing Json Data,Development,1600.0,3.67,70,3441
"Acuarela: Volúmenes, luces y sombras",Lifestyle,1920.0,0.0,0,0
Clean and Grow Rich,IT & Software,3200.0,4.65,4,29
How to Purchase Your First Rental Property,Finance & Accounting,2240.0,3.77,24,290
How to Write Effortless Quality Procedures & SOPs for ISO,Business,8640.0,4.1,134,583
MongoDB: Initiating the Next Step,Development,8640.0,2.87,23,177
Content Marketing in 2020: The Lead Generating Content Plan,Lifestyle,8640.0,3.98,6,123
Trading mit kleinen Konten - Grundlagen die du kennen musst,IT & Software,5120.0,3.5,79,680
How to Write a Book and Become a REAL Best Selling Author,Finance & Accounting,6080.0,4.24,63,412
Sales Action - Become An Action Taker In Sales & Business,Business,8640.0,4.3,13,1091
Consume Web API in ASP.Net Core MVC (step by step project),Development,1280.0,4.63,38,1512
SEO Link Building: Rank in Google with EDU & GOV Backlinks,Lifestyle,6400.0,4.16,78,9652
Introduction to Service Management,IT & Software,3200.0,4.31,5,13
Line Producer: Understanding the Complete Producing Process,Finance & Accounting,2240.0,3.91,81,619
Time Slice Windows Analysis - MS Project (Construction),Business,8640.0,3.92,33,153
[DEPRECIATED] Parse Server: From Front End to Full Stack,Development,8640.0,4.12,263,1713
Social Media Design com Photoshop,Lifestyle,1280.0,4.77,74,1057
Craft Business Power: Online Selling For Artists And Makers,IT & Software,6080.0,3.85,97,595
How to Pull Off Major Organization Development (OD) changes,Finance & Accounting,4800.0,3.29,30,213
How to Conduct Effective Performance Evaluations,Business,8640.0,4.09,18,46
"C, C++, Python and Ruby Programming",Development,1280.0,3.58,481,26494
Law of Attraction: How to Create a Vision Board That Works,Lifestyle,3200.0,4.88,17,458
Mastering Real Estate Salesperson License Exam Questions,IT & Software,2560.0,3.71,14,151
Daily Scrum – Avoid 19 Pitfalls of the Daily Scrum,Finance & Accounting,1920.0,4.3,27,438
The ©GEMBA Methodology,Business,1280.0,4.47,19,96
Build a Complete Registration and Login System using PHP MVC,Development,5120.0,4.88,485,2179
數位行銷策略概念,Lifestyle,1280.0,4.88,5,37
70-480: Programming in HTML5 with JS & CSS3: Practice Tests,IT & Software,5440.0,3.27,147,773
Become a freelance consultant!,Finance & Accounting,1280.0,4.36,21,815
Tableau Expert: Top Visualization Techniques in Tableau 10,Business,8960.0,4.31,1088,9842
Create an Engaging Website with Twitter Bootstrap 2.x,Development,1280.0,3.82,58,1468
CAD for Kids - Intro to 3D Design & 3D Printing,Lifestyle,4800.0,4.66,32,142
Advanced Extending Metasploit Ethical Hacking Course,IT & Software,8640.0,3.64,51,12077
Grow Sales,Finance & Accounting,8640.0,4.47,220,9484
Project Management - Build Your Million Dollar Team,Business,1280.0,3.76,12,2340
Version Control with TFVC and GIT: 2-in-1,Development,8640.0,3.84,15,75
Guided Mindfulness Meditations to Heal Unworthiness,Lifestyle,6400.0,4.03,3,847
Start Trading Stocks and Crypto With A Trading Simulator!,IT & Software,1280.0,3.93,9,1324
Chart analysis- Learn how to analyze stock charts,Finance & Accounting,8640.0,4.28,3,14
Bitcoin Trading 101,Business,1280.0,3.66,24,1267
Yocto Embedded Linux,Development,5440.0,3.73,266,1279
Complete Whiteboard Animation in VideoScribe - 5 Animations,Lifestyle,8640.0,4.66,553,32334
How To Start Your Own Successful Marketing Agency,IT & Software,3200.0,4.79,6,61
Leading Virtual Teams - Keys to Success in the Virtual World,Finance & Accounting,4160.0,4.36,9,30
ACI Dealing Certificate  practice exams,Business,2240.0,3.03,3,54
Python for beginners - Learn all the basics of python,Development,6080.0,4.23,3384,106128
Facebook (Marketing) 2018 Made Easy: Fast Track Training,Lifestyle,1280.0,0.0,0,0
Stock Trading & Investing for Beginners 4-in-1 Course Bundle,IT & Software,8640.0,4.21,3217,16406
Ethical Leadership,Finance & Accounting,1600.0,4.18,14,1987
Udemy Strategies From 6 Successful Instructors - Unofficial,Business,6400.0,4.4,5,851
AI Academy #4: Learn Bio Inspired Optimization Methods A-Z,Development,8640.0,3.32,9,2133
Microsoft Outlook Level 3 - Advanced Outlook,Lifestyle,3200.0,4.45,14,100
Football Formation Asset Allocation Investing. Learn. Invest,IT & Software,8640.0,4.24,3,25
Complete Book Writing Course From Idea To Published Book,Finance & Accounting,6400.0,4.47,173,3655
Data Visualization Principles to Improve your Dashboards,Business,8640.0,4.03,25,121
Angularjs Live Project,Development,1600.0,4.77,175,1152
Insta Révolution-Réussir sur Instagram en 2020,Lifestyle,1920.0,0.0,0,1
Learn API & Webservices Testing,IT & Software,8640.0,4.26,437,3189
Opsiyonlar - 6  ( Opsiyonlar ile Haftalık Maksimum Getiri ),Finance & Accounting,1280.0,4.9,12,79
Introduction to Health Financing,Business,8640.0,4.71,29,134
Optimizing The Software Development Lifecycle - DevOps Tools,Development,1280.0,4.55,32,2240
Learn how to use Telegram and Affiliated Marketing,Lifestyle,2240.0,5.0,7,10
الاكسيل والنظام المحاسبي من الصفر حتي الاحتراف فى ساعتين,IT & Software,1280.0,0.0,0,0
Learning The Psychology Of Day Trading Penny Stocks,Finance & Accounting,8640.0,3.58,18,1570
Human Resources Excellency Program 2,Business,3200.0,2.87,36,360
Mastering SQL Server Reporting Services (SSRS) From Scratch,Development,3200.0,4.43,409,2060
Spiritual Development in the Arms of Your Guardian Angel,Lifestyle,3200.0,4.79,360,1666
"OKR Goal Setting A-Z ™: How To Set, Track & Achieve Goals",IT & Software,1280.0,4.73,32,101
Executive Coaching and Business Case Development,Finance & Accounting,8640.0,4.34,171,3193
CONNECT - Become Influential and Connect with Anyone,Business,8640.0,4.23,9,1430
Guide to Big Data Analytics: Origination to Opportunities,Development,6400.0,3.58,54,588
"Adobe InDesign Turbochargers: Work Faster and Smarter, Vol 1",Lifestyle,1280.0,4.45,4,267
Exam Preparation 70-742 Identity With Windows Server 2016,IT & Software,1600.0,3.99,9,50
"Become a Chief Collaboration Officer | Team, Partner and Win",Finance & Accounting,1280.0,4.33,63,1130
The Simple Guide To Becoming An Entrepreneur,Business,1600.0,4.04,21,1125
Image Recognition with Neural Networks From Scratch,Development,3840.0,4.46,153,9475
Drawing Caricatures - THE BEST METHOD,Lifestyle,1280.0,5.0,1,25
The Complete Public Speaking Certification Program (Part 3),IT & Software,8640.0,4.57,109,1008
Project Planning and Scheduling for Beginners,Finance & Accounting,1920.0,4.18,48,220
How I Built An Online Store Without Google or Facebook Ads,Business,8640.0,4.08,78,17052
"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4",Development,6400.0,4.26,610,5975
OpenCV Computer Vision Application Programming,Lifestyle,5440.0,2.56,14,172
Internal Controls Over Financial Reporting,IT & Software,1280.0,3.5,60,2880
"CPA Exam: Consolidations & Business Combinations, In a Snap!",Finance & Accounting,3200.0,4.26,21,109
Microcontroller:  Use your Skills to Start a Business,Business,1280.0,3.19,30,5844
Master Bulma CSS framework and code 4 projects with 14 pages,Development,8640.0,4.27,79,578
2020 Complete Resume Writing CV Course- Land Job Interviews!,Lifestyle,8640.0,4.0,110,2242
"5 Steps How to build robust roulette system, forever!",IT & Software,3520.0,3.56,8,39
"Algorithmic Trading Course: London, New York & Tokyo system",Finance & Accounting,8640.0,4.28,36,372
New Home Construction 6 of 8,Business,1280.0,4.54,30,278
A complete journey to web analytics using R tool,Development,8640.0,3.47,22,304
Beginner to Advanced Course in Search Engine Optimization,Lifestyle,1280.0,4.78,16,9693
Kubernetes MasterClass : Kubernetes Hands-On Practical Guide,IT & Software,5760.0,4.18,149,11061
"How to Create, Market, and Grow an Inspired Business",Finance & Accounting,6400.0,4.17,51,452
Entrepreneurship Fundamentals,Business,3200.0,4.19,266,27389
"Create Websites from Scratch with HTML, CSS and Javascript",Development,1280.0,3.44,31,3946
PowerPoint 2010 - Curso Completo con Profesor Certificado,Lifestyle,8640.0,3.87,64,547
Semi Automatic Forex Trading - 1Click Trading,IT & Software,8640.0,4.62,3,21
Stock Technical Analysis with Excel,Finance & Accounting,1600.0,3.94,54,570
Dropshipping Business 2020: Dropshipping for Beginners,Business,8640.0,3.88,49,5264
Mastering Alexa for Business,Development,8640.0,4.51,13,163
Keyshot 7: Todo lo necesario para dominarlo,Lifestyle,8640.0,4.05,33,443
Stock Market Foundations,IT & Software,0.0,4.21,3083,56172
"Freelancer's Guide to Self Employment Taxes, Budget, Savings",Finance & Accounting,1600.0,4.46,16,93
"How to start a ""packaged food"" business.",Business,8640.0,3.87,19,64
Complete 2020 AWS DevOps Bootcamp For Beginners (With ECS),Development,8640.0,4.34,51,519
Spiritual Manifestation III: Chit Shakti (Love) Meditation,Lifestyle,1600.0,4.62,14,818
Become A Successful Freelance Copywriter - Home Business,IT & Software,8640.0,4.05,23,122
Business101: Real World Lessons They Don't Teach in School,Finance & Accounting,3200.0,3.73,17,123
VestU 101 - Investment Principles,Business,1280.0,4.43,20,78
C# Basic and Advanced:  Creating a Point of Sale System,Development,8640.0,4.38,33,135
Excel 2013 Basics,Lifestyle,1280.0,0.0,0,0
Speaking Mastery: Become A Captivating Speaker Immediately!,IT & Software,8640.0,4.77,24,1275
Trading Forex: Comienza a invertir en el Mercado de Forex,Finance & Accounting,8640.0,4.43,100,1117
Advanced Highest Profitable Ever Strategies For Gold Trading,Business,8640.0,4.36,6,18
Go Java Full Stack with Spring Boot and React,Development,8640.0,4.45,1856,37118
Adobe Illustrator form beginner to expert,Lifestyle,3200.0,3.7,578,44168
YouTube Marketing - Using YouTube to Grow Your Business,IT & Software,3200.0,4.24,16,1296
How to Read Financial Statements: Analysis - Apple Inc.,Finance & Accounting,8640.0,4.25,42,5161
Bitcoin and CryptoCurrency Jump Start Course,Business,1280.0,4.57,55,3027
NodeJS API Development with Express MongoDB and Mongoose,Development,7680.0,4.19,80,3233
Marketing Principles For Prospecting Customers,Lifestyle,0.0,4.39,7,774
Lean Manufacturing A-Z: Lean Operations Management,IT & Software,6400.0,4.95,14,25
Learn Algorithmic trading in one day (Covid19 updated),Finance & Accounting,8640.0,4.96,14,39
IBM SPSS Modeler: Techniques for Missing Data,Business,3200.0,3.49,22,255
AJAX with jQuery Basics Beginner Introduction Course,Development,4800.0,4.65,75,6282
Google Analytics For Udemy - Unofficial,Lifestyle,1280.0,4.69,8,890
ABC of Cisco  SDWAN Part 3 : Security|Direct Internet Access,IT & Software,3200.0,4.05,10,219
The economic model of emerging countries - Michael Spence,Finance & Accounting,1600.0,4.53,340,1892
A Startup’s Guide to Hiring a Virtual Assistant,Business,5760.0,4.12,45,1846
VB.NET  with VS 2017 and Windows Forms,Development,6400.0,4.47,473,3102
"A-Z™| Google GSuite Uygulamaları (Drive,Sheets,Slides,Docs)",Lifestyle,1280.0,4.42,250,8162
Easy 5 Steps Price Action Retail Traders Trap System (2020),IT & Software,8640.0,4.02,17,67
Introduction to Capital Markets,Finance & Accounting,1920.0,4.04,58,175
Ultimate Guide to Options Trading: From Novice to Pro,Business,6400.0,4.38,11,54
Test and improve your Java skills,Development,2240.0,4.19,168,8228
Facebook Tools for Agencies|2020,Lifestyle,1280.0,4.24,2,6
Deploy stable ETL data integration with Pentaho PDI  Advance,IT & Software,2240.0,4.24,14,66
Mitigate Fraud Risk with Effective Internal Controls,Finance & Accounting,3200.0,4.33,79,191
Gas Dehydration,Business,8640.0,3.67,4,16
Master iOS 9 - 10 - Xcode and Swift,Development,1600.0,4.17,20,150
NLP Foundation Skills  - NLP Certification -( Practitioner ),Lifestyle,8640.0,4.19,1009,9702
BET PREMIUM VIP - Apostas Esportivas,IT & Software,1280.0,0.0,0,5
Accounting Excel - Debits & Credits - Example Problems,Finance & Accounting,1280.0,3.94,15,2023
Forex SOS Course: Trading Tweaks And Working Forex Strategy,Business,3200.0,4.48,72,1418
React Fiber v16 Essentials,Development,3200.0,4.11,12,1564
Low-poly art in Maya,Lifestyle,1280.0,3.57,3,21
Corporate Leadership and People Management,IT & Software,8640.0,4.26,131,4588
SMMM STAJ BAŞLATMA ÇIKMIŞ SORULAR,Finance & Accounting,0.0,0.0,0,107
Business Plan Blueprint,Business,2880.0,4.35,15,129
Full introduction to Drupal 8 theming in easy steps,Development,3200.0,4.09,375,1938
Introdução ao Mundo da Moda com Senai Cetiqt e SEBRAE,Lifestyle,3840.0,4.06,79,184
"Circuit Design, Simulation and PCB Fabrication Bundle",IT & Software,8640.0,3.87,111,12551
The Complete Guide to Construction Management,Finance & Accounting,6080.0,4.33,64,324
Airbnb Hosting Masterclass,Business,8640.0,4.72,35,9762
Creating Accessible Websites,Development,1280.0,4.25,190,1052
An In-Depth Approach to Debate and Critical Discussion,Lifestyle,3200.0,4.05,115,525
The Complete Cryptocurrency & Bitcoin Trading Course 2020,IT & Software,8640.0,4.48,816,3128
【初心者向け】いちばんわかりやすい決算書の読み方講座,Finance & Accounting,8640.0,4.42,297,1535
Build A Sales Tracking Pipeline,Business,1600.0,3.74,42,1476
Structured “Story Telling” via PowerPoint,Development,2560.0,3.75,13,77
The Bible Made Easy,Lifestyle,1280.0,2.89,6,737
Oracle Apps WMS and MSCA Training,IT & Software,8640.0,3.89,188,788
Excel 101: Create Your Own CRM In Excel Masterclass,Finance & Accounting,4480.0,4.3,121,3995
How to prepare for starting a Business?,Business,1600.0,4.6,41,2327
Modern Deep Convolutional Neural Networks with PyTorch,Development,1280.0,4.02,58,4805
Corso HEALTHY - Nice to Micio,Lifestyle,7360.0,4.0,1,1
Powerful Corporate & Business Strategy Taught in MBA's,IT & Software,1280.0,4.26,39,9047
El pequeño curso de la inversión paciente y racional,Finance & Accounting,8640.0,4.44,561,2203
BPMN Process Analysis using Visio 2016,Business,8000.0,4.36,598,2861
Advanced SQL : SQL Expert Certification Preparation Course,Development,8640.0,4.31,1715,19168
Seascape Painting In Opaque Watercolors,Lifestyle,3840.0,4.0,1,49
OSCP Level Exploit Development!,IT & Software,6400.0,3.71,72,3967
Introduction to Corporate Finance (Mergers & Acquisitions),Finance & Accounting,0.0,4.44,4461,43396
Weekly Options and study of Options expiration dynamics,Business,5120.0,4.13,153,1539
HTML5 for Mobile Devices,Development,6400.0,4.43,31,201
Power Of Optimism: Live An Ultra-positive And Fulfilled Life,Lifestyle,6400.0,4.01,12,1923
InfluxDB - The Time Series Database,IT & Software,1600.0,3.74,259,1473
A beginners guide to starting Side Hustle in 10 days.,Finance & Accounting,1280.0,4.3,15,1899
Make Money Online Selling Domain Names - 2020,Business,2560.0,3.89,461,28203
Ionic 3: Build A Complete Mobile Weather App From Scratch,Development,8640.0,4.5,24,139
Have lasting change in your life,Lifestyle,4800.0,4.09,13,556
"Learn : Maximo from A to Z for users, planners & super users",IT & Software,1280.0,3.65,51,185
Real Estate Asset Management 101,Finance & Accounting,8640.0,4.55,560,2723
Analyzing Risk (PMBOK6 Aligned),Business,6400.0,4.39,9,6051
Dart Programming from Beginner to Expert,Development,6400.0,3.82,16,891
Facebook Ads. ¿Cómo hacer publicidad en Facebook?,Lifestyle,2240.0,0.0,0,1
"Start A Business in Reiki, Energy Healing or Natural Therapy",IT & Software,8640.0,4.7,129,1054
Complete Sports Cards Collecting and Investing Guide,Finance & Accounting,6080.0,4.39,19,100
How to Start and Grow a Consulting Business,Business,1280.0,3.93,34,205
Ansible 30 Minutes Overview,Development,1280.0,4.3,29,3441
Entrepreneur's Guide to Effective Design of a Fan Page,Lifestyle,8640.0,4.56,39,11314
Forex: Introduzione all'Analisi Tecnica dei Grafici,IT & Software,0.0,4.47,143,1688
